Source Language,Target Language,Request Body,Response Body
th,en,"สวัสดีค่ะคุณ Gift 

ขออภัยสำหรับประสบการณ์ที่คุณ Gift ได้รับด้วยนะคะ เนื่องจากทางเราเป็นศูนย์ลูกค้าสัมพันธ์ จะมีเพียงข้อมูลการใช้งานผลิตภัณฑ์เท่านั้นค่ะ กรณีดังกล่าว แอดมินแนะนำให้คุณ Gift ติดต่อทางคุณ จำนงค์ โดยตรงอีกครั้งนะคะ  คุณ จำนงค์ จะเป็นผู้ดูแลตัวแทนรายย่อยโดยตรงค่ะ 

Minnie","Hello, Gift. I apologize for the experience you have received. Since we are a customer service center, we only have product usage information. In this case, the admin recommends that you, Gift, contact Mr. Jamnong directly again. Mr. Jamnong will be the one to take care of the sub-agents directly. Minnie"
en,de,"According to security policy I can not answer your question. The data in the order and mail request must match. Please understand that's our business policy that we must follow. We care about our customer's privacy and we are allowed to share information only with the customer who placed an order.
Please understand that the customer who placed the order has to contact us.","Aufgrund der Sicherheitsrichtlinien kann ich Ihre Frage nicht beantworten. Die Daten in der Bestellung und der E-Mail-Anfrage müssen übereinstimmen. Bitte haben Sie Verständnis dafür, dass dies unsere Geschäftsrichtlinie ist, die wir befolgen müssen. Die Privatsphäre unserer Kunden ist uns wichtig und wir dürfen Informationen nur an den Kunden weitergeben, der eine Bestellung aufgegeben hat. Bitte haben Sie Verständnis dafür, dass der Kunde, der die Bestellung aufgegeben hat, uns kontaktieren muss."
en,sv,"Thank you, allow me a few minutes to check into this.","Tack, låt mig kolla in det här några minuter."
en,de,Today is 9?,Heute ist 9?
ar,en,و كل يوم بقولو يكره,And every day they say he hates
ar,en,اتفضل,Go ahead
sv,en,"Nej, inte fått något nummer eller bekräftelse","No, haven&#39;t received a number or confirmation"
sv,en,"Nej, inte fått något nummer eller bekräftelse","No, haven&#39;t received a number or confirmation"
tr,en,"Merhabalar
Dj’lik yapıyorum da sizinle de görüşmek isterim","Hello, I am a DJ and I would like to meet you too."
de,en,"Alles klar, dann bitte ein Ticket für mich erstellen. Vielen Dank für Ihre Hilfe!","OK, then please create a ticket for me. Thank you for your help!"
de,en,"Alles klar, dann bitte ein Ticket für mich erstellen. Vielen Dank für Ihre Hilfe!","OK, then please create a ticket for me. Thank you for your help!"
de,en,"Alles klar, dann bitte ein Ticket für mich erstellen. Vielen Dank für Ihre Hilfe!","OK, then please create a ticket for me. Thank you for your help!"
da,en,Spørg en sælger,Ask a salesperson
da,en,Spørg en sælger,Ask a salesperson
en,en,We will connect you to the next available agent.,We will connect you to the next available agent.
da,en,Det er rigtigt,That&#39;s right
en,de,"Hello and welcome to Samsung, my name is Leonarda and I will be happy to take care of your request.","Hallo und herzlich willkommen bei Samsung, mein Name ist Leonarda und ich kümmere mich gerne um Ihr Anliegen."
de,en,Alles klar - vielen lieben Dank!,All right - thank you very much!
de,en,Alles klar - vielen lieben Dank!,All right - thank you very much!
de,en,Alles klar - vielen lieben Dank!,All right - thank you very much!
en,sv,You will begin the process here,Du börjar processen här
en,de,Can you please tell me your e-mail address that you used to make your order and your full first name and last name.,"Teilen Sie mir bitte Ihre E-Mail-Adresse mit, die Sie für die Bestellung verwendet haben, sowie Ihren vollständigen Vor- und Nachnamen."
th,en,แต่สุดท้ายก็ไม่มีเซลล์โทรมาเลยค่ะ,"But in the end, no sales person called me."
no,en-gb,Jeg mottar ikke kode så jeg får logget inn på min Samsung account,I don&#39;t receive a code so I can log in to my Samsung account
de,en,Ich werde das versuchen,I will try this
no,en-gb,".

Jeg mottar ikke kode så jeg får logget inn på min Samsung account",. I don&#39;t receive a code so I can log in to my Samsung account
ro,en,"<p style=""margin: 0;"">Bună!</p>
<p style=""margin: 0;""> </p>
<p style=""margin: 0;"">Mai jos regăsești copia interacțiunii tale cu consultantul Samsung.</p>
<p style=""margin: 0;""> </p>
<p style=""margin: 0;"">Îți mulțumim,</p>
<p style=""margin: 0;"">Samsung Electronics România</p>, Copia interacțiunii tale cu consultantul Samsung, Bună! Mai jos regăsești copia interacțiunii tale cu consultantul Samsung. Îți mulțumim, Samsung Electronics România","<p style=""margin: 0;"">Hello!</p><p style=""margin: 0;""></p><p style=""margin: 0;""> Below is a copy of your interaction with the Samsung consultant.</p><p style=""margin: 0;""></p><p style=""margin: 0;""> thank you,</p><p style=""margin: 0;""> Samsung Electronics Romania</p> Copy of your interaction with the Samsung consultant Hello! Below is a copy of your interaction with the Samsung consultant. Thank you, Samsung Electronics Romania"
en,da,You can't access your Samsung account as it is associated with old phone number so you can't get hold of the code?,"Du kan ikke få adgang til din Samsung-konto, da den er tilknyttet et gammelt telefonnummer, så du ikke kan få fat i koden?"
bg,en,Щтаслива вечер,Happy evening
en,de,Samsung galaxy s23 ultra,Samsung Galaxy S23 Ultra
en,sv,Hello Fredrik and welcome to Samsung shop my name is Kostas. You did not receive any order number or order confirmation?,Hej Fredrik och välkommen till Samsung shop jag heter Kostas. Har du inte fått något ordernummer eller orderbekräftelse?
ru,en,Найк про девочка 👧,Nike pro girl 👧
en,de,"Thank you for your patience. I have created the ticket for you and here is your ticket number 241209.0246505 . You will have the option to reply directly to the team and you will be notified via email. You will get a link via email which will give you access to the ticket that I have created. Please be advised that it could take up to 72 hours for the team to get back to you. Even more if they are experiencing a backlog. Furthermore, you will be contacted regarding the returns label. ","Vielen Dank für Ihre Geduld. Ich habe das Ticket für Sie erstellt und hier ist Ihre Ticketnummer 241209.0246505. Sie haben die Möglichkeit, direkt an das Team zu antworten und werden per E-Mail benachrichtigt. Sie erhalten per E-Mail einen Link, über den Sie auf das von mir erstellte Ticket zugreifen können. Bitte beachten Sie, dass es bis zu 72 Stunden dauern kann, bis sich das Team bei Ihnen meldet. Bei einem Rückstand sogar noch länger. Darüber hinaus werden Sie bezüglich des Rücksendeetiketts kontaktiert. "
en,fi,"Some updates may prioritize certain pre-installed applications over user-installed ones. This can lead to the addition of apps like Facebook, which may be bundled with the update as part of the new features.","Jotkin päivitykset saattavat priorisoida tietyt esiasennetut sovellukset käyttäjien asentamiin verrattuna. Tämä voi johtaa Facebookin kaltaisten sovellusten lisäämiseen, jotka voidaan liittää päivitykseen osana uusia ominaisuuksia."
iw,en,תחזקנה ידיכם,Keep your hands strong
en,de,Yes the order will arrive once i raise this ticket ,"Ja, die Bestellung wird eintreffen, sobald ich dieses Ticket erstelle "
sv,en,"My namn is Anna Ekblom Romu, annaromu@hotmail.com,  Trädgårdsgatan 15, 27532 Sjöbo","My name is Anna Ekblom Romu, annaromu@hotmail.com, Trädgårdsgatan 15, 27532 Sjöbo"
sv,en,"My namn is Anna Ekblom Romu, annaromu@hotmail.com,  Trädgårdsgatan 15, 27532 Sjöbo","My name is Anna Ekblom Romu, annaromu@hotmail.com, Trädgårdsgatan 15, 27532 Sjöbo"
en,fi,"Updates may also simplify the user interface, which can result in some apps being hidden or removed from the home screen or app drawer.","Päivitykset voivat myös yksinkertaistaa käyttöliittymää, mikä voi johtaa siihen, että jotkin sovellukset piilotetaan tai poistetaan aloitusnäytöstä tai sovelluslaatikosta."
st,en,Seso-50763,Soso-50763
en,de,How can I help you?,Wie kann ich dir helfen?
en,sv,Kindly allow me a few moments to have a quick look at your query.,Låt mig ta en snabb titt på din fråga.
en,de,"Thank you for your patience, I am sorry ti hear this, allow me a moment to have a look into yiour account please","Vielen Dank für Ihre Geduld. Es tut mir leid, das zu hören. Bitte geben Sie mir einen Moment Zeit, um einen Blick auf Ihr Konto zu werfen."
en,sv,"Hello, You've reached out to from Samsung technical support, Hope you're having a wonderful day!
","Hej! Du har kontaktat Samsungs tekniska support. Hoppas du har en underbar dag!
"
de,en,Warum wird meine Bestellung erst so spät versendet? Ich würde das handy dringend vor Weihnachten benötigen,Why is my order being shipped so late? I urgently need the phone before Christmas
fr,en,Je peu avoir le numéro pour vous contacter,I can have the number to contact you
en,de,"Thank you for your time today. Furthermore, I would like if you were to rate my service today, a 9 or 10 would be highly appreciated. Have a nice day.","Vielen Dank für Ihre Zeit heute. Außerdem würde ich mich freuen, wenn Sie meinen Service heute bewerten würden. Eine 9 oder 10 wäre sehr willkommen. Ich wünsche Ihnen einen schönen Tag."
en,de,In case you can not unlock it via Find my device unfortunately you will have to perform the hard reset. Keep in mind that this will delete all the data. I can send you the steps.,"Falls du es über „Mein Gerät suchen“ nicht entsperren kannst, musst du leider einen Hard-Reset durchführen. Beachte, dass dabei alle Daten gelöscht werden. Ich kann dir die Schritte schicken."
no,en-gb,"Takk for at du ventet Lars.

Jeg kan se her at saken din beveger seg som den skal.
Vi har faktisk kontaktet Bring og varen vil bli returnert til vårt lager.

For refusjonen kan det imidlertid ta opptil 14 virkedager å utstede, avhengig av banken din.","Thanks for waiting Lars. I can see here that your case is moving as it should. We have actually contacted Bring and the item will be returned to our warehouse. However, the refund may take up to 14 business days to issue, depending on your bank."
en,sv,"Thank you, I can see your order now, do you wish to know if the cover for your phone is now available?","Tack, jag kan se din beställning nu, vill du veta om skalet till din telefon är tillgängligt nu?"
en,de,Whats the new progress?,Was sind die neuen Fortschritte?
fr,en,Je pourrais avoir le numéro pour vous contacter par téléphone,I could have the number to contact you by phone
no,en-gb,Er det noe annet jeg kan gjøre for deg?,Is there anything else I can do for you?
en,de,May i also offer you a voucher so that you can get a discount on your next purchase?,"Darf ich Ihnen zusätzlich einen Gutschein anbieten, mit dem Sie bei Ihrem nächsten Einkauf eine Vergünstigung erhalten?"
sv,en,Hur gör jag,How do I do?
th,en,โทรหาคุณจำนงค์ตามเบอร์ที่แอดมินให้มา คุณจำนงค์บอกว่าเดี๋ยวจะมีเซลล์โทรกลับ,Call Mr. Jamnong at the number the admin gave you. Mr. Jamnong said that a sales person will call you back.
en,sv,Kindly allow me a few moments to have a quick look at your query.,Låt mig ta en snabb titt på din fråga.
en,fi," With updates, the system may change the default applications for certain functions. For instance, if the update includes a new version of an app that replaces an existing one, this could lead to the removal of the previous version."," Päivitysten myötä järjestelmä voi muuttaa tiettyjen toimintojen oletussovelluksia. Jos päivitys esimerkiksi sisältää uuden version sovelluksesta, joka korvaa olemassa olevan, tämä voi johtaa edellisen version poistamiseen."
en,sv,"Hello, You've reached out to from Samsung technical support, Hope you're having a wonderful day!
","Hej! Du har kontaktat Samsungs tekniska support. Hoppas du har en underbar dag!
"
